NEWID,Income Class,Education,Division,Family Type,Transportation,Food,Rented Dwelling,Entertainment,Eat Out,Alcohol Beverages,Fuel,Babysitting and Childcare,Furniture,Apparel,Male Clothing,Men Clothing,Footwear,Other Apparel,Cars and Trucks,Gas,Public Transportation,Pet and Toy,Personal Care,Household Textiles,Reading,Boy Clothing,Girl Clothing,Child Clothing
4314294,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314572,2,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314573,2,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314574,7,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314742,4,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314743,4,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314744,4,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314882,2,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314884,2,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315142,1,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315144,2,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315623,4,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315624,4,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315782,2,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315783,2,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315784,2,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315802,7,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315803,7,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315804,7,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315882,2,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315883,2,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316092,5,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316093,5,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316094,5,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316142,5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316143,5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316144,5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316182,5,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316244,4,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316332,5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316333,5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316334,6,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316602,2,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316603,2,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317092,5,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317402,5,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317404,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317774,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318342,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318343,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318344,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318383,4,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318384,4,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318962,4,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318963,4,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318964,3,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319452,5,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319453,5,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319454,5,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319632,5,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319974,5,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320603,6,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320632,4,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320633,4,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320634,4,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320822,4,12,0,1,209,606.6667,0,204,43.3333,15,0,0,0,0,0,0,0,0,0,80,0,105,0,0,0,0,0,0
4320823,4,12,0,1,818,758.3333,0,215,43.3333,15,0,0,0,100,31,31,49,0,0,80,0,116,0,0,0,0,0,0
4320824,5,12,0,1,1008,758.3333,0,99,43.3333,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
4321282,5,13,0,1,480,693.3333,0,172,0,109,0,0,0,20,0,0,0,0,0,139,0,0,0,0,0,0,0,0
4321283,5,13,0,1,836,888.3333,0,0,130,140,0,0,0,140,0,0,0,0,0,220,0,0,28,0,0,0,0,0
4321284,5,13,0,1,32365,650,0,110,260,145,0,0,0,86,44,44,0,0,31800,245,0,0,31.3333,0,0,0,0,0
4321664,1,12,0,9,600,433.3333,0,0,0,0,0,0,800,8,0,0,0,8,0,120,0,0,0,0,0,0,0,0
4321962,5,15,0,2,120,476.6667,0,40,130,30,0,350,0,30,0,0,0,0,0,120,0,0,20,0,0,0,0,30
4321963,5,15,0,2,200,598.3333,0,50,230,20,0,100,0,67,0,0,0,0,0,100,0,0,80,0,0,0,0,67
4321964,6,15,0,2,120,476.6667,0,50,86.6667,20,0,40,0,50,0,0,0,0,0,120,0,0,60,0,0,0,26,24
4321984,7,10,0,4,1121,650,0,113,216.6667,50,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0
4322412,7,10,0,2,66.6667,541.6667,0,308,0,0,0,0,0,270,0,0,216,0,0,0,66.6667,200,0,0,0,0,0,54
4322413,7,10,0,2,66.6667,563.3333,0,0,216.6667,0,0,0,0,0,0,0,0,0,0,0,66.6667,0,0,0,0,0,0,0
4322414,2,10,0,2,66.6667,520,0,0,86.6667,0,0,0,0,0,0,0,0,0,0,0,66.6667,0,0,0,0,0,0,0
4322642,6,15,0,1,1010,1213.3333,0,1124,216.6667,420,0,0,0,0,0,0,0,0,0,300,0,1030,0,0,0,0,0,0
4322643,6,15,0,1,482,1451.6667,0,673,43.3333,200,0,0,0,80,0,0,80,0,0,80,0,480,0,0,14,0,0,0
4322644,6,15,0,1,1232,758.3333,0,87,108.3333,400,245,0,0,0,0,0,0,0,0,120,0,0,20,0,0,0,0,0
4322792,2,11,0,8,513.6667,303.3333,250,0,86.6667,0,0,0,0,0,0,0,0,0,0,87.6667,0,0,0,0,0,0,0,0
4322793,2,11,0,8,2800,585,200,0,325,0,0,0,0,13,13,13,0,0,0,133,0,0,0,0,0,0,0,0
4322794,2,11,0,8,160,325,250,0,43.3333,0,0,0,0,15,15,15,0,0,0,160,0,0,0,0,0,0,0,0
4322822,5,12,0,9,319,563.3333,0,112,216.6667,30,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
4322823,4,12,0,8,419,476.6667,0,112,216.6667,30,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
4322824,4,12,0,8,863.3333,611.6667,0,112,330,45,0,0,0,22,0,0,22,0,0,553.3333,0,0,0,0,0,0,0,0
4323154,7,14,0,8,50,173.3333,0,0,0,0,467,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
4323244,5,15,0,5,396,970.3333,0,112,290.3333,20,618,0,0,30,0,0,0,0,0,50,0,0,0,0,0,0,30,0
4323273,6,12,0,1,408,823.3333,0,225,0,40,0,0,0,0,0,0,0,0,0,120,0,0,15,0,0,0,0,0
4323274,6,12,0,1,484,736.6667,0,119,0,100,0,0,0,80,0,0,0,0,0,160,0,0,26.6667,0,0,0,0,0
4323474,5,13,0,1,1061,455,0,100,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0
4323872,6,12,0,1,189,151.6667,0,20,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4323873,6,14,0,1,559,880,0,0,533.3333,0,0,0,0,0,0,0,0,0,0,150,0,0,66.6667,0,0,0,0,0
4323874,5,14,0,1,295.6667,130,0,78,0,0,0,0,0,0,0,0,0,0,0,216.6667,0,0,0,0,0,0,0,0
4323952,6,16,0,4,1210,628.3333,0,96,86.6667,75,0,0,0,450,0,0,350,0,0,1200,0,80,38.3333,0,0,0,0,0
4324212,3,12,0,9,746,394.3333,0,0,26,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4324213,3,12,0,9,200,628.3333,0,0,86.6667,0,0,0,0,0,0,0,0,0,0,200,0,0,9,0,0,0,0,0
4324214,3,12,0,9,680,346.6667,0,50,130,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4324262,6,14,0,4,301,694.6667,0,19,456.3333,20,470,0,120,65,31,0,0,0,0,50,0,0,0,0,0,31,19,0
4324263,6,14,0,3,1095,1833.6667,0,149,1250.3333,20,0,0,500,30,0,0,0,0,0,980,0,0,0,0,0,0,0,0
4324264,6,14,0,3,1214,953.3333,0,302,433.3333,10,240,0,0,30,15,0,0,0,0,266,0,16,0,0,0,15,15,0
4324362,5,14,0,3,388,1040,0,55,173.3333,100,225,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0
4324363,5,14,0,3,418,960,0,0,93.3333,100,210,0,0,300,43,0,118,0,0,200,0,0,16.6667,0,0,43,139,0
4324364,5,14,0,4,410,996.6667,0,53,130,100,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4324392,7,14,0,4,187,966.6667,0,50,273.3333,0,0,0,0,60,0,0,0,0,0,50,0,30,18.3333,0,0,0,60,0
4324622,5,12,0,3,709,740,0,0,306.6667,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0
4324762,3,13,0,8,10,195,680,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
4324763,3,13,0,8,20,195,683.3333,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
4324764,7,13,0,8,10,294.6667,690,0,86.6667,0,0,0,0,1.6667,0,0,0,1.6667,0,10,0,0,0,0,0,0,0,0
4324792,6,15,0,1,119,628.3333,0,312,325,110,26,0,0,0,0,0,0,0,0,119,0,300,0,0,0,0,0,0
4324793,6,15,0,1,390,346.6667,0,12,173.3333,100,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
4325254,4,12,0,7,829,1105,183.3333,71,108.3333,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
4325714,2,11,0,9,320,546.6667,0,80,0,0,100,0,0,35,0,0,0,0,0,200,0,0,0,0,0,0,0,35
4325922,3,11,0,4,65,910,0,0,43.3333,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
4325923,3,11,0,4,238,541.6667,0,25,108.3333,0,0,0,0,0,0,0,0,0,0,68.75,0,0,0,0,0,0,0,0
4325924,2,11,0,4,266,1191.6667,0,14,216.6667,0,0,0,0,18.3333,0,0,0,18.3333,0,135,0,0,0,0,0,0,0,0
4325982,7,14,0,8,26,216.6667,0,12,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
4326032,4,10,0,3,182,845,0,25,195,0,0,0,0,0,0,0,0,0,0,75,0,25,33.3333,0,0,0,0,0
4326132,4,13,0,1,81.3333,433.3333,0,185,86.6667,0,0,0,0,43,0,0,43,0,0,50,0,135,0,65,0,0,0,0
4326133,4,13,0,1,177,325,29,110,130,0,0,0,0,5,0,0,0,0,0,50,0,60,16.6667,0,0,0,0,0
4326134,4,13,0,1,132,346.6667,24,150,130,0,0,0,0,0,0,0,0,0,0,100,0,100,16.6667,0,0,0,0,0
4326282,5,14,0,9,208,791.6667,0,354,250,150,0,0,0,0,0,0,0,0,0,100,0,75,0,0,250,0,0,0
4326283,5,14,0,9,304,1105,0,577,130,100,0,450,0,750,0,0,150,0,0,200,0,35,66.6667,0,0,0,600,0
4326284,5,14,0,9,200,1041.6667,0,495,283.3333,50,0,500,0,59,0,0,0,0,0,100,0,235,0,44,0,0,59,0
4326594,3,14,0,3,330,650,0,57,0,5,0,0,0,0,0,0,0,0,0,300,0,0,13.3333,0,0,0,0,0
4327032,3,15,0,9,0,1040,900,166,173.3333,50,0,0,0,0,0,0,0,0,0,0,0,150,20,0,0,0,0,0
4327252,3,15,0,8,321,841.6667,370,130,43.3333,0,0,0,0,32,0,0,0,32,0,80,160,110,13.3333,0,0,0,0,0
4327253,3,15,0,8,201,866.6667,370,62,86.6667,0,0,0,0,60.3333,0,0,27,33.3333,0,80,0,20,26.6667,0,0,0,0,0
4327254,3,15,0,8,395,919.6667,370,42,20,0,0,0,0,36,0,0,0,36,0,80,200,0,50,0,0,0,0,0
4327572,3,13,0,1,155,372.6667,450,0,34.6667,20,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
4327573,3,13,0,1,80,520,546,20,86.6667,30,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0
4327574,7,13,0,1,266,130,450,60,0,30,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
4327712,3,12,0,4,80,346.6667,0,100,0,0,210,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
4327713,3,12,0,4,130,173.3333,0,100,0,0,0,0,0,11,11,0,0,0,0,80,0,0,0,0,0,11,0,0
4327714,3,12,0,4,764,108.3333,0,100,0,0,352,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4328442,2,15,0,1,30,303.3333,0,210,0,0,0,0,0,0,0,0,0,0,0,30,0,210,0,0,0,0,0,0
4328443,2,15,0,1,11690,433.3333,0,83,86.6667,0,0,0,0,0,0,0,0,0,0,100,0,58,0,0,0,0,0,0
4328444,3,15,0,1,220,1213.3333,0,30,130,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
4328624,3,12,0,4,356,1083.3333,650,0,0,20,0,0,0,0,0,0,0,0,0,200,0,0,13.3333,0,0,0,0,0
4329072,5,12,0,9,1190,736.6667,0,2208,216.6667,0,0,0,0,0,0,0,0,0,0,280,0,2000,0,0,10,0,0,0
4329073,5,12,0,9,771,910,0,68,303.3333,100,0,0,0,0,0,0,0,0,0,360,0,50,16.6667,0,10,0,0,0
4329102,3,12,0,8,84,563.3333,0,0,173.3333,20,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
4329103,3,12,0,8,402,563.3333,0,0,216.6667,0,0,0,0,300,0,0,0,0,0,120,0,0,0,0,0,0,0,0
4329104,3,12,0,8,197,368.3333,0,0,0,10,0,0,0,125,0,0,50,0,0,85,0,0,83.3333,0,0,0,0,0
4329272,3,14,0,1,311.6667,411.6667,0,628,0,50,0,0,0,0,0,0,0,0,0,191.6667,0,550,25,0,0,0,0,0
4329952,6,15,0,8,35.3333,195,0,109,0,0,402,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
4329953,6,15,0,8,381,238.3333,0,81,0,0,398,0,0,80,0,0,80,0,0,55,0,0,0,0,0,0,0,0
4329954,2,15,0,8,121,151.6667,0,84,0,0,157,0,0,0,0,0,0,0,0,35,0,0,15,0,0,0,0,0
4330002,7,16,0,4,120,693.3333,0,210,0,100,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
4330062,2,13,0,8,297,433.3333,0,241,0,72,0,0,0,0,0,0,0,0,0,95,0,135,0,0,0,0,0,0
4330063,2,13,0,8,787,676,0,859,0,63,0,0,0,63,0,0,63,0,0,170,0,705,3.3333,0,0,0,0,0
4330064,4,13,0,8,633,463.6667,0,282,13,60,0,0,0,149,0,0,140,0,0,140,0,189,0,0,0,0,0,0
4330112,2,15,0,8,20,130,375,16,0,20,0,0,175,24,24,24,0,0,0,20,0,0,0,0,6,0,0,0
4330113,2,15,0,8,71,260,375,16,0,20,0,0,0,11.6667,0,0,0,11.6667,0,20,0,0,0,0,0,0,0,0
4330114,2,15,0,8,20,260,465,22,0,100,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
4330443,4,14,0,9,629,654.3333,800,12,91,18,0,0,0,63,0,0,63,0,0,150,0,0,30,0,0,0,0,0
4330444,5,14,0,9,20836,1083.3333,550,51,433.3333,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4330802,5,12,0,4,243.3333,736.6667,0,101,86.6667,0,0,0,0,0,0,0,0,0,0,203.3333,0,0,0,0,0,0,0,0
4331212,3,12,0,8,30,195,550,0,0,0,0,0,0,0.6667,0,0,0,0.6667,0,30,0,0,0,0,0,0,0,0
4341632,4,12,0,1,160,1213.3333,0,306,260,0,0,0,0,486,216,216,230,0,0,160,0,0,33.3333,0,0,0,0,40
4341633,4,12,0,1,125.3333,1126.6667,0,111,346.6667,0,0,0,0,350,0,0,350,0,0,120,0,0,30,0,80,0,0,0
4341634,5,12,0,1,731,1516.6667,0,789,260,0,0,0,650,353,149,120,70,0,0,160,0,0,40,40,0,29,134,0
4341652,2,12,0,8,378,693.3333,963.3333,3000,86.6667,32,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
4341653,2,12,0,8,396,1040,950,100,433.3333,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0
4341654,3,12,0,8,355,1906.6667,960,88,866.6667,10,0,0,0,0,0,0,0,0,0,100,0,60,0,0,0,0,0,0
4342382,3,15,0,1,400,780,0,360,43.3333,200,0,0,0,100,0,0,100,0,0,140,0,300,0,0,0,0,0,0
4342383,4,15,0,1,220,866.6667,0,58,0,160,0,0,0,40,0,0,35,0,0,160,0,0,0,0,50,0,0,0
4342384,4,15,0,1,240,866.6667,0,366,173.3333,240,0,0,0,0,0,0,0,0,0,240,0,330,0,0,0,0,0,0
4342392,3,12,0,1,586,650,0,231,0,0,0,0,0,0,0,0,0,0,0,240,0,0,10,0,0,0,0,0
4342393,3,12,0,1,661,588.3333,0,215,111.6667,0,0,0,0,0,0,0,0,0,0,270,0,0,100,0,0,0,0,0
4342394,4,12,0,1,256.6667,762.6667,0,290,173.3333,0,0,0,0,0,0,0,0,0,0,256.6667,0,114,30,0,0,0,0,0
4342742,3,13,0,9,768,1473.3333,0,268,346.6667,0,550,0,0,7,7,7,0,0,0,130,0,0,16.6667,0,0,0,0,0
4342743,2,13,0,8,633,1993.3333,0,246,433.3333,0,0,0,0,0,0,0,0,0,0,200,0,0,16.6667,0,0,0,0,0
4342744,3,13,0,9,466.3333,1906.6667,0,246,346.6667,0,266,0,0,0,0,0,0,0,0,116.6667,0,0,16.6667,0,0,0,0,0
4342752,3,12,0,1,100,986,0,190,86.6667,254.6667,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4342753,3,12,0,1,200,693.3333,0,190,86.6667,116,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4342754,3,12,0,1,625,216.6667,0,190,0,50,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
4342762,2,12,0,8,305,260,0,218,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
4342763,2,12,0,8,325,346.6667,0,232,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4342764,2,12,0,8,19168,433.3333,0,242,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4343302,5,10,0,4,333.3333,1140,0,400,533.3333,0,0,0,0,60,0,0,0,60,0,0,333.3333,400,0,0,0,0,0,0
4343304,5,10,0,4,333.3333,624,0,300,104,0,0,0,0,312,0,0,162,150,0,0,333.3333,300,0,0,0,0,0,0
4343432,2,11,0,8,748,664,0,132,86.6667,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4343433,2,11,0,8,805,346.6667,0,146,0,0,0,0,0,30,9,9,21,0,0,200,0,0,0,0,0,0,0,0
4343434,2,11,0,8,741,650,0,138,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4343852,7,16,0,1,400,762.6667,0,340,69.3333,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0
4343853,7,16,0,1,100,606.6667,0,340,0,0,180,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4343854,2,16,0,1,330,866.6667,0,415,0,0,450,0,0,0,0,0,0,0,0,100,0,75,0,0,0,0,0,0
4343912,6,12,0,5,745,1213.3333,0,282,433.3333,0,0,0,0,277,113,113,90,0,0,300,0,0,30,0,0,0,0,50
4343913,5,12,0,5,626,606.6667,0,272,0,0,0,0,0,233,83,0,150,0,0,400,0,0,40,0,0,83,0,0
4343914,4,12,0,5,1144.3333,2080,0,212,0,0,0,0,0,31,31,31,0,0,0,926.6667,0,0,80,0,0,0,0,0
4344172,1,13,0,8,80,216.6667,370,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
4344173,2,13,0,8,80,303.3333,370,81,0,0,0,0,0,0,0,0,0,0,0,80,0,0,13.3333,0,0,0,0,0
4344174,2,13,0,8,80,234,370,80,0,0,0,0,0,18,0,0,0,0,0,80,0,0,10,0,0,0,0,0
4344304,2,12,0,1,481,1256.6667,1665,30,260,0,0,0,0,0,0,0,0,0,0,200,0,0,133.3333,0,0,0,0,0
4344552,1,16,0,9,1258,1776.6667,0,345,43.3333,40,0,0,0,0,0,0,0,0,0,308,0,300,0,0,0,0,0,0
4344553,1,16,0,9,800,693.3333,0,50,173.3333,30,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0
4344554,1,16,0,9,775,693.3333,0,42,0,30,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
4344743,6,12,0,3,950,4766.6667,0,830,433.3333,0,0,0,100,590,0,0,90,0,0,200,0,600,0,0,0,0,500,0
4344744,5,12,0,3,854,1950,0,1514,0,0,0,0,0,310,0,0,100,0,0,120,0,0,16.6667,0,0,0,210,0
4344792,2,15,0,8,70,780,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
4344793,2,15,0,8,37731,780,0,17,0,0,0,0,0,24,0,0,0,24,0,120,0,0,0,0,0,0,0,0
4344794,2,15,0,8,40,693.3333,0,30,0,0,0,0,0,24,0,0,0,24,0,40,0,30,0,0,0,0,0,0
4344962,6,15,0,1,185,1126.6667,0,190,433.3333,100,0,0,0,26.6667,0,0,0,26.6667,0,40,0,0,0,0,0,0,0,0
4344963,6,15,0,1,500.6667,1823.3333,0,825,433.3333,160,0,0,0,26.6667,0,0,0,26.6667,0,185,0,500,26.6667,0,0,0,0,0
4344964,5,15,0,1,722,1116.6667,0,2740,553.3333,120,0,0,0,83.3333,50,50,0,33.3333,0,100,0,180,33.3333,0,0,0,0,0
4345453,2,12,0,8,75,670,0,160,583.3333,0,0,0,0,0,0,0,0,0,0,75,0,0,0,70,0,0,0,0
4345454,2,12,0,8,70,2233.3333,0,25,2060,0,0,0,0,0,0,0,0,0,0,70,0,25,30,0,0,0,0,0
4345914,7,12,0,6,825,433.3333,0,26,0,20,0,0,0,0,0,0,0,0,0,400,0,0,48,0,0,0,0,0
4346282,2,11,0,8,325,520,0,140,0,10,0,0,0,0,0,0,0,0,0,50,0,0,13.3333,0,0,0,0,0
4346283,2,11,0,8,80,580.6667,0,146,0,40,5,0,0,0,0,0,0,0,0,80,0,0,10,0,45,0,0,0
4346284,2,11,0,8,823,580.6667,0,148,0,0,190,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
4346362,5,12,0,9,1146,910,0,252,86.6667,0,458,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
4346363,5,12,0,9,3767.6667,918.6667,0,236,86.6667,0,0,0,0,0,0,0,0,0,0,745,0,0,66.6667,0,0,0,0,0
4346364,5,12,0,9,1331,1343.3333,0,397,173.3333,0,400,0,0,47,0,0,0,0,0,400,0,0,100,200,0,0,0,0
4346502,4,14,0,1,571,1629.3333,0,588,138.6667,0,0,0,877,30,29,29,0,0,0,120,0,400,0,0,20,0,0,0
4346503,4,14,0,1,889,3536.6667,0,1182,2206.6667,0,0,0,44,38,5,5,17,0,0,270,233,1000,0,0,80,0,0,0
4346504,4,14,0,1,2969,1794,0,600,606.6667,0,0,0,0,125,0,0,125,0,0,560,0,460,0,0,25,0,0,0
4346522,5,15,0,1,1440,1126.6667,0,10,433.3333,100,400,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
4346562,5,12,0,1,757,996.6667,800,337,0,184,0,0,0,0,0,0,0,0,0,340,0,39,44,0,0,0,0,0
4346563,5,12,0,1,818.3333,1430,0,298,0,230,0,0,0,0,0,0,0,0,0,421.3333,0,0,7.3333,0,0,0,0,0
4346564,3,12,0,1,611.3333,953.3333,0,394,86.6667,188,160,0,0,0,0,0,0,0,0,229.3333,0,96,30.6667,24,0,0,0,0
4346652,5,15,0,1,500,650,0,358,216.6667,400,0,0,0,56,47,47,0,0,0,200,0,150,33.3333,0,0,0,0,0
